treat;selection;outcome
0;1;2.564949357
1;0;0
1;0;0
1;0;0
0;1;1.806648082
0;0;0
1;1;2.537657215
1;1;2.302585093
0;0;0
0;1;2.224623552
0;0;0
1;0;0
1;0;0
0;0;0
1;1;1.677096561
1;1;1.627787051
1;1;1.834180185
0;0;0
1;0;0
1;1;2.228938553
0;1;2.302585093
1;0;0
1;0;0
0;0;0
1;0;0
0;0;0
0;1;2.332143895
1;1;2.579986856
0;1;2.576421759
1;1;2.014903021
1;0;0
0;1;2.420368129
0;1;2.302585093
0;1;1.791759469
0;0;0
0;0;0
1;0;0
0;1;2.397895273
0;1;1.704748092
0;1;2.525728644
1;0;0
1;1;2.079441542
0;0;0
0;0;0
1;1;2.079441542
1;1;2.54709867
1;1;1.638996715
1;0;0
1;0;0
1;0;0
0;1;2.564949357
0;1;1.704748092
1;1;1.791759469
1;0;0
0;1;2.251291799
1;1;1.909542505
1;1;2.351375257
0;1;2.197224577
1;0;0
1;1;2.014903021
1;0;0
1;1;1.754289289
0;0;0
1;1;2.63905733
1;0;0
1;0;0
0;1;0
0;1;2.756840365
1;0;0
1;1;1.638996715
0;1;1.797325168
0;0;0
1;0;0
0;1;2.197224577
1;1;2.014903021
0;0;0
1;0;0
0;0;0
0;1;2.224623552
0;0;0
1;0;0
1;1;1.945910149
0;1;2.438717267
0;0;0
1;1;2.145931283
0;1;1.704748092
0;0;0
1;0;0
0;1;1.749199855
1;1;1.638996715
1;0;0
1;1;1.848618463
1;1;2.397895273
1;1;1.906689436
0;0;0
1;0;0
0;0;0
1;1;2.442347035
1;1;2.076938411
1;1;1.945910149
0;1;2.014903021
0;0;0
1;1;1.749199855
1;1;2.197224577
1;0;0
1;0;0
0;1;1.658228077
1;1;1.945910149
1;1;1.974081026
1;0;0
0;1;2.215573716
0;1;2.28586788
0;0;0
1;0;0
1;1;1.791759469
1;0;0
1;1;0.058268908
1;1;1.945910149
0;0;0
1;1;2.140066163
1;1;1.791759469
0;1;1.749199855
1;0;0
0;0;0
1;1;1.593921697
1;1;0.980829253
1;1;1.816452082
1;1;2.283936534
0;1;2.197224577
1;0;0
0;1;1.871802177
1;1;0
1;1;2.287471455
0;1;1.749199855
0;0;0
1;1;2.599722324
0;0;0
0;1;1.681758574
1;0;0
1;1;2.341805806
0;1;1.791759469
0;0;0
1;1;1.178654996
0;1;1.967112357
1;1;1.658228077
1;1;1.658228077
1;0;0
1;0;0
0;0;0
1;1;1.981001469
0;0;0
1;1;2.302585093
0;0;0
1;0;0
0;1;1.945910149
0;0;0
1;1;2.442347035
1;0;0
0;1;2.197224577
1;1;1.871802177
0;0;0
1;1;-0.180323554
0;0;0
1;0;0
1;1;2.140066163
1;0;0
1;1;1.625967214
0;1;1.871802177
0;0;0
1;0;0
0;1;1.945910149
1;1;2.420368129
0;0;0
1;0;0
0;0;0
0;0;0
1;1;2.48490665
1;0;0
0;1;2.079441542
1;1;1.832581464
1;0;0
1;0;0
0;1;2.140066163
1;1;2.48490665
1;1;2.014903021
0;0;0
1;1;1.791759469
0;1;1.871802177
0;1;1.791759469
1;1;2.402430428
1;1;1.791759469
0;1;1.367645802
1;1;1.638996715
1;1;2.079441542
0;1;2.079441542
1;1;1.953027617
0;1;1.909542505
1;1;1.978636843
0;1;1.945910149
1;1;2.288486169
1;0;0
0;0;0
1;0;0
0;0;0
1;1;1.791759469
0;0;0
0;1;1.791759469
1;1;2.014903021
1;1;1.704748092
0;1;2.199444334
1;1;1.509094511
0;0;0
1;0;0
1;1;2.038433518
1;1;2.442347035
0;1;2.089780519
1;0;0
0;1;1.774952351
1;0;0
1;0;0
0;0;0
0;0;0
1;1;1.899117988
1;0;0
1;0;0
1;1;2.302585093
1;0;0
1;1;2.251291799
1;0;0
1;1;1.791759469
1;0;0
1;1;2.079441542
1;1;1.832581464
0;1;1.945910149
1;1;0
0;0;0
0;1;1.791759469
0;0;0
1;1;2.63905733
1;0;0
1;1;1.945910149
1;1;2.708050201
1;0;0
1;0;0
0;1;2.079441542
0;1;1.647565205
1;0;0
1;1;2.224623552
0;1;1.599157603
1;0;0
0;1;1.504077397
1;1;2.327277706
0;0;0
1;0;0
0;0;0
1;0;0
0;0;0
0;1;1.897119985
1;1;1.967112357
1;0;0
0;1;1.704748092
0;0;0
1;0;0
1;1;2.374905755
0;0;0
1;0;0
1;1;2.197224577
1;0;0
0;0;0
1;1;1.791759469
0;1;2.1102132
1;1;2.251291799
1;1;2.197224577
0;1;1.871802177
0;0;0
1;0;0
1;1;2.177488195
1;0;0
0;0;0
1;1;1.945910149
1;1;2.060513532
1;0;0
0;0;0
0;1;2.197224577
1;0;0
1;0;0
0;1;1.88545218
0;1;1.832581464
1;0;0
1;0;0
1;1;2.12704052
0;1;1.48637782
0;1;1.695615609
1;0;0
0;0;0
1;1;2.180417459
1;0;0
1;1;2.1102132
0;0;0
0;1;2.272125886
1;1;2.420368129
1;0;0
0;0;0
1;1;1.824549292
1;0;0
0;1;1.909542505
1;1;2.079441542
0;0;0
1;1;2.014903021
1;0;0
0;0;0
1;1;1.412727618
0;1;1.749199855
0;0;0
1;1;2.271094426
0;1;0
1;0;0
1;1;1.858668799
0;0;0
0;1;2.079441542
0;0;0
1;0;0
0;1;2.151762203
1;1;1.981001469
1;1;1.945910149
0;0;0
1;1;1.722766598
1;1;2.988707659
1;1;2.995732274
0;1;1.981001469
1;1;2.68988623
1;0;0
0;0;0
1;0;0
1;1;1.816452082
1;0;0
1;1;2.091851215
1;0;0
0;1;2.079441542
1;0;0
0;1;1.909542505
1;1;2.251291799
1;1;2.079441542
1;0;0
1;1;1.704748092
1;1;2.083895892
0;0;0
1;1;1.706564623
0;1;1.945910149
0;1;2.844909384
1;0;0
0;1;2.079441542
0;1;2.079441542
1;1;1.791759469
1;1;2.254794429
1;1;2.601207105
1;1;1.967112357
0;0;0
0;1;2.202764758
0;0;0
0;0;0
1;1;2.102206752
0;1;2.028148247
0;0;0
1;1;1.740466175
0;0;0
1;1;2.748872196
1;0;0
0;0;0
1;1;2.140066163
1;1;3.17805383
1;1;1.681758574
1;0;0
1;1;1.722766598
0;1;2.251291799
0;0;0
1;0;0
0;0;0
1;0;0
1;0;0
1;0;0
1;1;0.916290732
1;0;0
0;1;1.658228077
1;0;0
1;1;1.832581464
0;0;0
1;1;2.054123734
1;0;0
1;0;0
1;1;1.203972804
0;1;2.537657215
1;1;2.4765384
1;1;1.996255577
0;0;0
1;1;2.4176979
0;1;2.302585093
0;0;0
1;1;1.791759469
1;1;2.277267285
0;1;2.302585093
1;1;1.749199855
1;1;1.446918983
1;0;0
1;1;1.749199855
1;1;1.740466175
1;1;1.922787732
1;1;1.887069649
1;0;0
0;0;0
1;1;1.945910149
1;0;0
0;1;1.609437912
1;1;2.317473705
0;1;2.206074193
0;1;2.140066163
0;0;0
1;1;2.522523513
0;1;1.609437912
1;1;1.791759469
1;1;2.014903021
0;1;1.638996715
1;0;0
1;1;1.769854634
1;1;2.008823974
0;1;1.937301775
1;1;2.079441542
0;1;0.693147181
1;0;0
0;0;0
1;0;0
0;1;2.957511061
1;0;0
0;0;0
0;0;0
0;1;1.791759469
0;0;0
0;0;0
1;1;1.909542505
0;1;2.302585093
1;1;1.871802177
1;1;1.021651248
0;0;0
1;0;0
1;1;2.140066163
1;0;0
1;0;0
1;0;0
0;0;0
0;0;0
1;0;0
1;0;0
1;0;0
1;1;2.302585093
1;1;1.910967473
0;0;0
1;1;1.83772948
1;1;2.1690537
1;1;1.791759469
1;1;1.974081026
1;1;1.864080131
0;0;0
0;1;1.731655545
0;0;0
0;1;1.78339122
1;1;1.791759469
1;0;0
1;1;1.909542505
1;0;0
1;0;0
0;0;0
0;1;2.021547563
1;1;2.224623552
0;0;0
1;0;0
1;1;2.098699358
1;1;2.251291799
1;1;2.46894663
0;1;1.427116356
1;0;0
1;1;1.791759469
1;0;0
0;1;2.1102132
1;1;1.945910149
0;0;0
1;0;0
0;1;2.246014742
1;1;2.047692843
1;0;0
0;0;0
1;0;0
0;1;1.945910149
1;1;0
1;1;2.149822338
1;0;0
1;1;2.788092909
0;0;0
1;0;0
0;1;1.945910149
1;1;1.640793015
0;1;2.47693848
1;0;0
1;1;1.814824742
0;1;2.302585093
1;1;2.197224577
1;1;2.038359998
0;1;2.223311912
1;1;2.581756476
0;1;1.882513832
1;0;0
0;1;1.945910149
1;1;1.681758574
1;0;0
0;1;2.48490665
1;1;1.878905446
0;1;1.909542505
1;0;0
0;1;2.197224577
1;1;2.140066163
1;1;2.079441542
1;0;0
0;1;2.527259006
0;1;1.912501087
1;1;2.170195905
1;1;1.871802177
0;1;2.140066163
1;0;0
0;1;1.848454813
0;0;0
1;1;2.470638678
1;0;0
1;1;0
0;1;2.302585093
0;1;1.945910149
1;1;1.909542505
0;1;2.862200881
1;1;1.139434283
0;1;2.079441542
1;1;1.782083175
0;0;0
1;0;0
1;1;1.909542505
1;1;2.351375257
1;1;2.197224577
1;1;1.945910149
1;1;2.360854001
1;1;2.666533521
1;1;2.266217449
1;0;0
0;1;0
1;0;0
1;0;0
0;1;1.85629799
1;0;0
1;0;0
1;1;1.740466175
1;1;1.714798428
1;1;2.197224577
1;1;2.014903021
0;1;2.380471632
1;1;2.079441542
1;1;2.120263536
1;1;2.079441542
0;0;0
1;1;1.894616855
1;1;2.118662255
0;1;2.63905733
1;1;1.347843175
0;0;0
0;0;0
1;1;1.791759469
0;0;0
0;1;2.076938411
0;1;1.638996715
1;1;1.638996715
1;1;2.085672091
0;1;1.981001469
1;1;2.079441542
0;1;1.916922612
1;1;1.658228077
1;1;1.791759469
0;0;0
1;1;1.871802177
0;1;1.871802177
1;1;1.848454813
0;0;0
0;0;0
0;0;0
1;0;0
1;1;2.060513532
1;1;1.871802177
0;1;1.435084525
1;0;0
1;1;1.791759469
1;0;0
0;1;2.122261539
0;0;0
1;0;0
1;1;2.079441542
1;0;0
1;0;0
0;1;2.397895273
1;1;2.090195878
1;0;0
0;1;1.543374246
0;0;0
1;0;0
0;1;1.749199855
1;0;0
0;0;0
1;1;2.397895273
1;0;0
0;0;0
1;0;0
1;0;0
0;1;2.079441542
1;1;2.564949357
1;1;1.945910149
1;0;0
0;1;2.352598154
1;1;2.186051277
0;1;1.704748092
1;1;1.967112357
0;0;0
0;1;1.609437912
0;1;1.933933958
1;1;1.945910149
1;0;0
1;1;2.48490665
1;1;2.856470206
1;1;1.945910149
1;0;0
1;0;0
1;1;1.791759469
0;1;1.638996715
1;1;2.140066163
1;1;2.197224577
0;1;1.757857918
1;1;2.525728644
1;1;2.098017927
0;0;0
0;0;0
1;1;2.536074936
0;0;0
0;1;2.302585093
1;0;0
1;1;1.78339122
1;0;0
0;1;1.731655545
0;0;0
1;0;0
1;0;0
1;0;0
1;0;0
0;1;2.197224577
1;1;2.079441542
0;1;3.401197382
1;0;0
1;1;2.098017927
1;1;2.258633205
0;1;1.791759469
1;1;1.704748092
1;1;1.722766598
0;0;0
0;0;0
1;1;2.144761008
1;1;1.742969305
1;1;2.197224577
1;0;0
1;1;2.621038824
1;1;2.079441542
1;0;0
0;1;1.791759469
0;1;2.302585093
1;1;1.871802177
0;0;0
0;0;0
0;0;0
1;1;3.295836866
1;0;0
1;1;1.638996715
0;0;0
1;1;2.255493485
0;0;0
1;1;1.945910149
1;1;2.079441542
1;1;1.791759469
0;0;0
0;1;1.832581464
1;1;1.749199855
1;0;0
0;0;0
0;1;1.532976746
1;0;0
0;1;2.047692843
1;1;1.945910149
0;0;0
0;1;2.313525033
1;1;2.302585093
1;1;1.981001469
1;1;1.922886845
1;1;2.302585093
0;1;1.638996715
1;0;0
1;1;1.791759469
0;0;0
1;0;0
1;0;0
1;1;2.397895273
0;1;1.658228077
1;1;2.261763098
1;0;0
1;1;2.1102132
1;0;0
1;1;1.832581464
0;0;0
1;1;1.945910149
1;0;0
0;1;1.928140774
1;0;0
1;1;2.602689685
0;0;0
0;0;0
0;0;0
1;0;0
1;1;2.441767157
0;1;0.223143551
0;1;2.302585093
1;1;1.945910149
1;0;0
1;0;0
1;0;0
0;1;1.832581464
0;0;0
1;0;0
0;1;1.981001469
1;1;2.079441542
0;0;0
0;0;0
1;1;2.564949357
1;1;2.525728644
1;1;2.140066163
0;1;2.140066163
1;1;1.704748092
0;1;2.091864062
1;0;0
1;1;1.871802177
1;1;1.84980045
1;1;1.658228077
0;1;1.981001469
1;0;0
0;1;2.423917378
0;0;0
0;0;0
1;0;0
0;0;0
1;0;0
1;1;2.197224577
0;1;0
0;1;2.014903021
0;0;0
1;1;1.737900093
1;1;1.84582669
1;0;0
0;0;0
1;1;1.791759469
0;1;1.927128098
1;0;0
0;1;2.48490665
1;1;1.562346305
0;0;0
1;0;0
0;0;0
1;1;1.906575144
1;0;0
0;0;0
0;0;0
1;0;0
0;0;0
0;0;0
0;1;2.079441542
0;1;-0.192601866
0;1;2.525728644
1;0;0
1;1;1.996059933
0;1;2.802305807
0;0;0
1;1;2.047692843
0;1;1.704748092
1;0;0
0;0;0
1;1;2.087065467
0;1;1.040276712
1;0;0
1;1;1.816452082
0;1;1.749199855
1;0;0
0;0;0
1;0;0
1;0;0
0;0;0
1;0;0
1;1;1.791759469
1;0;0
0;0;0
1;1;2.197224577
0;1;2.193258721
1;0;0
1;1;1.871802177
0;1;1.609437912
1;1;1.945910149
0;1;2.079441542
1;0;0
1;1;2.028148247
0;1;1.638996715
1;0;0
1;1;2.251291799
0;1;1.87946505
0;0;0
1;1;1.638996715
0;0;0
1;1;1.704748092
0;0;0
1;0;0
1;1;2.014903021
1;1;2.063240389
1;1;1.638996715
1;1;2.014903021
1;1;2.047692843
1;1;1.847313815
1;1;2.397895273
0;1;1.749199855
0;1;0
1;0;0
0;1;2.397665299
1;1;2.753660712
1;0;0
0;1;1.871802177
1;1;2.656756907
1;1;-1.552578919
1;1;2.444952334
1;1;2.079441542
0;1;1.694794089
1;1;2.141241943
1;1;1.97775584
1;1;1.756668149
0;0;0
0;0;0
1;1;2.486507931
1;0;0
0;0;0
1;1;2.302585093
1;1;1.832581464
1;1;2.197224577
1;1;1.953878319
0;0;0
0;0;0
1;1;1.891604804
0;0;0
1;1;2.890371758
0;1;2.079441542
1;1;2.172476408
0;1;1.609437912
0;1;1.832581464
0;0;0
0;0;0
0;1;2.277267285
0;0;0
0;0;0
1;0;0
1;1;1.749199855
0;0;0
1;0;0
1;0;0
1;1;2.302585093
1;0;0
0;0;0
1;0;0
1;1;1.791759469
1;0;0
0;0;0
1;0;0
1;1;2.140066163
1;1;2.985681938
1;0;0
1;1;1.981001469
1;1;2.014903021
0;0;0
1;0;0
1;0;0
1;0;0
0;0;0
0;1;2.351375257
1;0;0
0;1;1.945910149
1;0;0
1;1;2.197224577
0;0;0
1;1;1.808753053
1;1;0
0;1;1.704748092
0;1;2.48490665
1;1;1.808288771
1;0;0
1;1;1.871802177
1;1;2.302585093
0;1;1.967112357
1;1;2.302585093
1;0;0
1;0;0
0;0;0
1;1;1.945910149
0;0;0
1;1;2.047692843
1;0;0
0;1;1.609437912
0;0;0
1;0;0
1;1;2.442347035
1;1;2.1690537
0;0;0
0;0;0
1;1;1.755391825
1;1;1.871802177
0;1;2.292186386
1;0;0
1;1;1.931521412
1;1;2.035522308
0;1;2.63108916
0;1;2.218321779
0;1;1.824549292
1;0;0
0;1;1.704748092
1;1;1.85629799
1;0;0
0;1;2.525728644
1;1;2.302585093
1;1;1.981001469
1;1;2.079441542
0;0;0
0;0;0
1;1;1.203972804
1;1;1.909542505
0;1;2.062049799
0;1;4.135166557
1;0;0
1;0;0
1;0;0
0;1;2.079441542
0;1;1.638996715
0;1;2.014903021
1;1;2.140066163
1;0;0
1;0;0
1;1;2.302585093
0;0;0
0;1;2.492378665
1;1;1.871802177
0;0;0
1;0;0
1;1;2.1102132
0;1;2.456735773
0;0;0
0;1;2.219203484
1;0;0
1;1;2.014903021
1;1;2.140066163
1;0;0
0;1;1.791759469
1;1;1.945910149
0;0;0
0;1;1.93562984
1;1;2.708050201
1;0;0
0;1;1.791759469
1;1;1.658228077
1;0;0
1;1;2.047692843
0;0;0
0;0;0
1;1;1.990865968
0;0;0
0;1;2.1102132
0;0;0
1;1;1.945910149
1;0;0
0;1;2.014903021
0;1;2.140066163
1;1;2.076938411
1;1;1.871802177
0;1;1.704748092
0;1;2.079441542
1;1;1.530164732
1;0;0
1;0;0
0;1;2.48490665
1;1;1.763263805
1;1;1.728043655
1;1;2.525728644
1;1;2.079441542
1;0;0
1;1;1.945910149
1;1;2.140066163
0;1;1.9263724
1;0;0
0;1;2.302585093
1;0;0
1;1;0
0;0;0
1;1;2.302585093
1;0;0
1;0;0
1;0;0
1;0;0
0;0;0
1;1;2.073171929
1;1;0.628608659
1;1;2.251291799
1;0;0
1;1;1.871802177
1;1;1.832581464
0;1;2.079441542
1;0;0
1;1;1.981001469
1;0;0
0;0;0
1;0;0
0;1;1.609437912
0;0;0
1;1;2.140066163
0;1;1.996059933
0;1;2.602689685
1;1;2.415913778
1;1;1.704748092
1;1;2.079441542
0;1;1.658228077
1;1;2.199022977
1;1;2.079441542
0;1;2.079441542
1;1;1.86872051
0;0;0
0;1;2.140066163
1;1;2.772588722
0;0;0
1;1;2.197224577
1;0;0
1;1;1.791759469
1;1;1.945910149
1;1;2.1102132
0;0;0
0;1;2.175833387
1;0;0
1;1;2.302585093
0;0;0
1;1;1.825628944
1;1;1.945910149
1;0;0
1;0;0
1;0;0
0;1;1.386294361
0;0;0
1;1;2.070653036
1;1;2.444952334
0;0;0
0;1;1.945910149
0;0;0
0;1;1.609437912
1;0;0
0;1;2.562096288
1;0;0
1;1;-0.223143551
1;1;2.302585093
1;1;2.014903021
1;1;1.85346565
0;0;0
1;1;2.525728644
0;1;1.713797928
1;1;1.458615023
1;1;4.094344562
1;1;1.774952351
1;0;0
1;1;2.099644249
0;1;1.987874348
1;0;0
0;0;0
0;0;0
0;0;0
0;1;1.730835427
1;1;1.994700313
1;1;1.638996715
0;1;1.871802177
1;1;2.397895273
1;1;1.704748092
1;1;1.871802177
1;1;1.704748092
1;0;0
1;0;0
0;0;0
0;1;1.899295716
0;0;0
0;1;1.884034745
1;1;2.224623552
0;1;2.197224577
0;1;2.374905755
1;0;0
1;1;2.055725015
0;1;1.242482659
1;1;1.924248652
0;1;1.209363653
0;0;0
0;1;0.510825624
1;1;1.808288771
0;0;0
1;1;2.197224577
1;0;0
0;0;0
1;1;1.809926773
1;0;0
0;1;2.345644582
1;1;1.840549633
1;1;1.667706821
1;1;2.197224577
0;0;0
1;1;1.704748092
1;0;0
0;0;0
1;1;1.982217767
1;1;1.791759469
1;1;2.079441542
1;0;0
0;0;0
1;1;2.163323026
0;1;1.871802177
0;1;1.945910149
0;1;2.134166441
1;1;1.638996715
1;1;1.947337701
0;0;0
0;1;1.871802177
0;1;2.525728644
1;1;2.014903021
1;1;1.178654996
1;1;2.351375257
0;1;1.945910149
1;1;2.225704049
1;1;2.163323026
1;1;2.140066163
0;1;1.824549292
0;0;0
0;0;0
1;1;1.638996715
1;1;1.93562984
1;1;1.695615609
1;1;2.48490665
1;0;0
0;1;1.945910149
1;0;0
1;1;2.066862759
1;1;1.981001469
1;0;0
1;0;0
1;1;2.197224577
0;1;1.945910149
1;1;1.981001469
1;1;-0.470003629
0;0;0
1;1;1.93874166
1;1;1.791759469
1;1;2.079441542
1;1;2.659260037
0;1;2.014903021
1;0;0
1;0;0
1;1;1.981001469
1;1;1.981001469
1;0;0
1;1;2.224623552
0;1;2.351375257
1;1;1.887069649
1;0;0
1;0;0
0;0;0
0;1;0.867500568
1;0;0
1;0;0
1;1;1.740466175
1;1;1.800058272
0;1;1.871802177
1;1;1.945910149
0;1;2.074429
0;0;0
1;1;2.079441542
1;1;1.924248652
1;1;2.091864062
1;0;0
1;1;2.251291799
1;1;2.047692843
1;1;1.945910149
1;1;2.302585093
1;1;2.128231706
0;1;2.351375257
0;1;0
0;0;0
1;0;0
0;1;2.212660385
1;0;0
0;0;0
1;1;2.197224577
0;0;0
0;1;2.079441542
0;0;0
0;0;0
0;1;1.871802177
0;1;1.638996715
0;1;2.583997552
0;0;0
1;1;1.848454813
0;0;0
1;0;0
1;0;0
0;0;0
1;1;1.871802177
1;1;1.722766598
0;0;0
0;0;0
1;0;0
1;0;0
0;1;1.731655545
1;1;2.708050201
1;0;0
0;0;0
1;0;0
1;1;2.995732274
1;1;2.014903021
0;1;2.239645293
0;0;0
1;1;1.70837786
1;1;1.816452082
1;1;2.140066163
0;0;0
1;1;2.224623552
0;1;1.832581464
1;1;2.327277706
1;1;1.749199855
1;0;0
0;1;2.048982334
1;1;0
1;1;1.832581464
1;0;0
1;1;2.091864062
0;1;1.832581464
1;1;2.351375257
1;1;1.843719208
1;1;2.302585093
1;1;1.945910149
1;1;1.011600912
0;1;2.140066163
1;1;2.63905733
1;0;0
1;1;2.686557591
0;1;1.871802177
1;0;0
1;1;1.832581464
1;0;0
1;0;0
1;1;2.014903021
1;0;0
1;0;0
0;1;2.140066163
0;1;2.749192144
1;0;0
0;0;0
1;1;1.704748092
0;1;2.014903021
1;1;2.302585093
1;1;2.944438979
1;0;0
0;1;1.704748092
1;0;0
0;1;0.634306681
1;0;0
1;0;0
0;1;2.079441542
1;1;2.1102132
0;0;0
1;1;1.871802177
1;1;2.148434413
0;1;2.602689685
1;0;0
1;1;2.079441542
0;0;0
0;1;2.197224577
1;0;0
1;1;2.48490665
0;1;0
0;0;0
1;0;0
1;1;1.704748092
0;0;0
1;1;2.708050201
1;1;2.302585093
0;1;2.240709689
0;0;0
0;1;0
1;1;1.704748092
1;1;2.302585093
1;0;0
1;1;1.832581464
0;0;0
1;1;1.919592841
0;0;0
0;1;2.251291799
1;0;0
1;1;2.1690537
0;1;1.791759469
0;0;0
1;1;2.154085085
1;0;0
0;1;1.816452082
1;0;0
0;0;0
1;1;0.261364764
0;0;0
1;0;0
1;1;2.143139474
1;0;0
0;1;2.224623552
1;0;0
1;1;1.609437912
0;0;0
1;1;2.197224577
0;1;2.014903021
0;1;1.749199855
1;0;0
1;0;0
0;0;0
1;1;1.945910149
1;1;2.708050201
1;1;1.749199855
0;0;0
1;0;0
0;1;1.871802177
1;0;0
0;1;2.451005098
0;1;2.197224577
1;0;0
1;0;0
1;1;1.791648801
0;0;0
0;0;0
1;1;2.385086315
0;1;2.079441542
1;1;2.029463172
1;0;0
1;0;0
0;1;1.499623046
1;0;0
1;1;2.079441542
0;1;3.218875825
1;0;0
1;1;2.140066163
0;1;2.018633079
0;1;2.043814364
1;1;2.277267285
0;1;2.079441542
0;1;1.791759469
0;0;0
1;1;1.648658626
0;0;0
0;0;0
0;0;0
1;1;1.658228077
1;1;1.824549292
1;1;2.362739016
0;1;1.444956274
0;1;2.277267285
1;0;0
1;1;2.014903021
0;1;2.298577072
1;0;0
1;1;1.667706821
1;0;0
0;1;1.638996715
0;0;0
1;1;2.351375257
1;1;1.139434283
1;1;1.832581464
1;0;0
0;1;2.1690537
1;1;2.395675516
0;1;2.079441542
0;1;1.945910149
1;0;0
1;0;0
1;0;0
0;0;0
1;1;2.014903021
1;1;2.258633205
1;1;1.791759469
1;0;0
1;0;0
1;1;2.014903021
0;1;1.791759469
1;1;2.192770227
1;1;2.302585093
0;1;1.501072462
1;0;0
0;0;0
0;1;1.791759469
0;0;0
0;1;3.567182519
1;1;1.791759469
1;1;1.427116356
1;0;0
1;1;1.966112856
1;1;2.190246266
0;1;2.397895273
1;1;2.197224577
0;1;1.948457921
1;0;0
1;0;0
0;0;0
1;0;0
0;1;2.315501318
1;0;0
1;1;2.140066163
0;1;2.014903021
0;0;0
1;1;1.871802177
0;0;0
0;0;0
1;1;1.945910149
1;1;0.985283603
0;1;1.945910149
0;1;1.924248652
1;1;1.749199855
1;1;1.938345765
0;1;2.079441542
1;1;2.442347035
0;0;0
0;1;2.081938422
1;1;2.332143895
0;1;2.140066163
1;0;0
1;0;0
0;0;0
0;1;2.058388132
1;1;2.4176979
0;1;1.791759469
1;1;2.302585093
1;1;2.079441542
0;1;1.945910149
1;0;0
1;1;2.386006701
1;1;2.316769728
0;1;1.704748092
0;1;1.658228077
0;1;1.658228077
0;0;0
1;0;0
0;1;2.890371758
1;0;0
1;1;1.749199855
0;0;0
1;1;2.302585093
1;1;1.871802177
1;0;0
1;0;0
1;0;0
1;1;1.78339122
1;0;0
1;0;0
1;0;0
0;0;0
1;1;2.462149663
0;1;1.945910149
0;0;0
0;0;0
0;0;0
0;1;1.663926098
1;1;2.034293807
1;1;2.272125886
1;1;2.098017927
0;1;1.791759469
1;1;2.016235466
0;0;0
0;1;2.079441542
0;0;0
1;0;0
1;0;0
1;1;1.871802177
0;1;2.104134154
0;1;1.572773928
1;0;0
1;0;0
1;1;2.083895892
1;1;2.026831591
0;1;2.150598736
1;1;1.638996715
0;0;0
1;0;0
0;1;2.047692843
0;1;2.014903021
0;1;1.86252854
0;1;2.414126468
0;0;0
1;1;1.832581464
1;1;1.897559888
0;0;0
1;1;1.292783398
1;1;2.140066163
0;1;1.987874348
1;1;2.372270565
0;1;1.816452082
1;1;1.704748092
1;0;0
1;1;2.708050201
0;1;1.871802177
0;1;1.874874376
1;1;2.113238921
1;0;0
1;1;2.302585093
0;0;0
1;0;0
1;1;1.890850372
0;1;2.120263536
1;1;2.235376343
0;1;1.860196631
1;1;2.47443535
0;1;1.916922612
0;0;0
1;1;1.658228077
0;0;0
0;0;0
0;1;2.302585093
1;1;1.638996715
0;1;0
1;1;2.161885211
1;0;0
1;0;0
0;0;0
1;0;0
1;1;2.140066163
0;1;1.455583047
1;0;0
0;0;0
1;0;0
1;0;0
1;1;2.26436388
1;1;2.140066163
0;0;0
0;1;2.014903021
1;0;0
0;1;1.642872689
1;1;1.704748092
0;0;0
1;1;2.190535589
1;1;1.791759469
0;1;2.140066163
1;0;0
1;1;1.658228077
0;1;1.774952351
1;1;2.197224577
0;1;1.981001469
1;0;0
1;1;2.015672547
0;1;1.749199855
1;0;0
0;0;0
1;1;1.098612289
0;0;0
1;1;2.197224577
0;1;1.945910149
0;1;2.079441542
0;1;0.75612198
1;1;1.871802177
1;0;0
0;1;1.667706821
0;1;2.436116486
0;1;2.224623552
0;0;0
1;1;2.327277706
1;1;1.945910149
1;1;2.442347035
0;1;2.397895273
0;0;0
1;1;2.009583244
0;0;0
0;1;1.945910149
1;1;2.545531272
0;0;0
0;1;2.049885902
1;1;2.197224577
0;1;2.014903021
0;1;2.090628731
1;0;0
0;0;0
0;1;1.090644119
0;1;2.197224577
1;1;2.197224577
0;1;2.079441542
1;0;0
1;0;0
1;1;1.791759469
1;0;0
1;0;0
0;0;0
0;1;1.72455072
1;0;0
1;0;0
0;1;1.909542505
1;1;1.945910149
1;1;2.224623552
0;0;0
0;1;2.269028309
1;1;1.658228077
0;0;0
1;0;0
0;0;0
1;0;0
1;0;0
0;0;0
1;0;0
1;1;1.832581464
1;1;2.215573716
1;1;2.079441542
1;0;0
0;0;0
1;1;2.251996721
1;1;1.791759469
1;1;2.63905733
1;0;0
1;1;2.1690537
0;1;2.119863456
1;1;0
0;0;0
1;1;1.638996715
1;0;0
1;1;2.140066163
0;1;2.079441542
0;1;1.791759469
1;1;2.350841429
0;1;2.079441542
1;1;2.302585093
1;1;2.403895849
1;1;2.596746132
1;0;0
1;1;2.014903021
1;1;2.014903021
1;1;2.277267285
0;1;1.994700313
1;1;1.638996715
1;1;2.285777975
1;1;1.940795048
1;1;1.871802177
0;0;0
0;0;0
0;0;0
1;0;0
0;1;2.014903021
1;0;0
0;1;2.48490665
0;1;1.842482558
1;1;2.442347035
1;1;1.832581464
1;1;1.945910149
0;0;0
1;0;0
1;1;2.263844265
0;1;1.791759469
1;1;1.504077397
1;1;1.427116356
0;0;0
