treat;selection;outcome
0;0;0
1;0;0
1;1;2.48490665
0;0;0
1;1;1.840549633
0;1;1.981001469
0;0;0
0;1;1.791759469
0;0;0
0;1;2.302585093
1;1;2.479208629
0;0;0
1;0;0
0;0;0
1;0;0
0;0;0
1;1;1.832581464
0;1;1.945910149
0;0;0
1;1;2.708050201
1;1;2.351375257
0;0;0
1;0;0
1;0;0
0;1;2.48490665
1;1;1.791759469
0;1;2.607966743
1;1;0
1;0;0
1;1;1.912843471
0;1;1.945910149
1;0;0
1;1;2.010260192
1;1;2.302585093
1;0;0
0;0;0
0;0;0
1;0;0
1;1;2.397895273
1;0;0
0;1;1.791759469
0;0;0
1;1;2.48490665
1;1;1.386294361
1;1;2.197224577
0;1;2.014903021
1;0;0
1;0;0
1;1;1.887069649
0;0;0
1;1;2.157559321
1;0;0
1;1;2.224623552
1;0;0
0;1;1.931521412
1;0;0
0;1;1.909542505
0;0;0
1;1;2.118662255
1;1;2.302585093
1;0;0
0;1;2.586259144
0;1;2.197224577
1;1;1.871802177
1;0;0
1;0;0
0;1;1.658228077
1;1;2.079441542
1;1;1.791759469
1;0;0
1;1;2.351375257
1;1;0
0;1;1.881371628
0;0;0
0;1;2.197224577
0;1;1.427116356
1;1;1.945910149
1;1;1.945910149
1;0;0
0;0;0
1;1;2.1102132
1;1;1.945910149
1;0;0
1;1;1.609437912
0;1;2.083895892
0;0;0
1;0;0
1;0;0
1;1;2.079441542
1;1;1.945910149
0;1;2.140066163
0;1;2.708050201
0;0;0
0;1;1.061517413
0;0;0
0;1;2.197224577
1;1;1.392524911
1;1;2.197224577
0;1;2.839078464
1;1;2.008823974
1;0;0
0;1;1.791759469
0;1;1.547562509
1;1;2.302585093
0;1;2.079441542
1;0;0
0;0;0
0;0;0
0;1;2.2300144
1;1;1.791759469
0;1;1.7837913
0;1;1.749199855
1;1;1.832581464
0;0;0
0;1;2.772588722
1;1;1.749199855
1;0;0
0;1;2.454501135
1;1;1.609437912
0;1;2.708050201
0;0;0
1;1;0
1;1;2.302585093
0;0;0
1;1;1.791759469
0;1;0
1;1;2.47693848
0;1;2.047692843
1;1;2.302585093
0;0;0
1;1;0.75612198
1;0;0
1;0;0
1;0;0
0;1;1.945910149
1;0;0
0;0;0
1;0;0
0;1;2.140066163
1;0;0
1;1;2.148267733
0;1;1.871802177
1;1;2.197224577
1;1;1.695615609
1;1;2.014903021
0;0;0
1;1;2.014903021
1;0;0
0;1;2.014903021
1;1;2.33698652
1;1;2.200306244
1;1;1.945910149
0;1;1.906575144
1;0;0
0;1;1.761276453
1;1;1.766441661
0;0;0
1;1;2.296138257
0;1;1.945910149
1;1;1.739017465
0;1;2.014903021
1;1;1.832581464
1;1;1.677096561
0;0;0
1;1;2.351375257
1;0;0
1;0;0
0;1;2.169824842
1;0;0
0;1;1.803030888
1;0;0
0;0;0
1;1;2.756840365
0;1;2.146580845
1;1;1.749199855
1;0;0
0;1;1.806327721
0;1;1.658228077
1;0;0
1;1;1.871802177
1;1;1.749199855
1;0;0
0;1;2.140066163
1;1;2.564949357
0;0;0
1;1;2.079441542
1;1;2.197224577
0;0;0
0;1;1.945910149
1;1;1.677096561
0;1;1.791759469
1;0;0
1;1;1.667706821
1;1;2.351375257
1;1;2.184802057
0;1;2.141241943
0;1;1.704748092
1;1;2.014903021
1;0;0
0;0;0
0;0;0
1;0;0
0;1;1.945910149
0;1;2.014903021
1;1;2.14710019
1;0;0
0;0;0
1;0;0
0;1;2.302585093
0;1;2.160884526
1;1;1.945910149
1;0;0
1;1;1.791759469
1;1;1.871802177
0;1;1.749199855
0;1;1.791759469
1;0;0
1;0;0
0;1;2.197224577
1;1;1.791759469
1;1;1.638996715
1;1;2.430054664
0;1;2.302585093
1;1;2.079441542
1;0;0
0;0;0
1;1;2.397895273
1;1;1.871802177
1;1;2.184802057
0;1;2.542389085
1;0;0
1;0;0
1;1;2.397895273
1;1;0
1;1;2.332143895
1;1;2.539236994
1;1;2.277267285
0;0;0
0;1;1.945910149
1;1;2.321406847
0;1;2.32238772
1;1;2.050777585
0;1;1.791759469
1;0;0
1;0;0
1;1;2.515448335
0;1;2.197224577
1;1;1.953027617
0;0;0
1;0;0
0;1;2.818398258
0;1;1.704748092
1;0;0
1;0;0
0;0;0
0;1;2.708050201
1;0;0
0;1;1.871802177
0;0;0
1;1;1.791759469
0;1;2.00148
1;1;2.302585093
0;1;2.292534757
0;1;1.667706821
0;0;0
0;1;0
1;1;1.832581464
1;0;0
0;0;0
1;1;1.791759469
1;0;0
1;0;0
1;0;0
1;1;1.891329581
1;1;1.945910149
1;0;0
1;1;1.638996715
0;0;0
0;0;0
0;0;0
0;1;1.638996715
1;1;1.32175584
0;0;0
1;1;2.008214032
1;0;0
0;0;0
1;1;2.397895273
0;1;2.351375257
1;1;1.945910149
0;1;2.63905733
1;1;1.945910149
0;1;1.871802177
1;1;2.251291799
1;1;1.848109877
1;0;0
0;0;0
1;1;1.981001469
0;1;1.663926098
1;0;0
1;1;1.877103505
1;1;1.658228077
0;1;1.909542505
1;0;0
0;0;0
1;1;2.1102132
0;1;2.397895273
0;1;1.994700313
0;1;1.638996715
1;1;2.079441542
0;0;0
0;1;2.197224577
1;0;0
1;1;2.079441542
1;0;0
0;0;0
0;1;1.791759469
1;0;0
1;1;2.197224577
1;0;0
1;0;0
1;1;1.824931027
1;0;0
1;1;1.638996715
1;0;0
0;1;2.379650372
1;1;2.251291799
0;0;0
1;0;0
0;0;0
0;0;0
1;1;2.079441542
0;1;1.897119985
1;0;0
0;1;2.302585093
1;0;0
0;0;0
1;1;2.251291799
0;0;0
1;1;1.981001469
1;1;2.014903021
1;1;1.945910149
0;0;0
1;0;0
1;0;0
0;1;2.272125886
1;0;0
0;1;1.791759469
0;0;0
0;1;1.791759469
1;0;0
0;0;0
1;0;0
0;0;0
1;0;0
0;0;0
1;1;2.397895273
1;1;1.820089976
0;1;2.154573892
1;1;2.079441542
0;0;0
0;1;2.407924416
1;0;0
1;0;0
1;0;0
1;1;2.005770537
1;1;2.014903021
1;0;0
0;1;2.833213344
0;1;2.352327185
1;0;0
1;1;2.163323026
1;0;0
0;1;1.673976434
0;0;0
1;1;2.104134154
0;1;2.63905733
0;0;0
0;1;2.395162169
0;1;1.85629799
0;1;1.953027617
0;0;0
0;1;1.945910149
1;1;2.302585093
1;1;2.066356302
1;1;1.791759469
1;1;1.832581464
0;0;0
1;0;0
1;1;1.945910149
1;1;1.757857918
1;1;2.251291799
1;1;1.832581464
1;0;0
1;0;0
0;1;1.791759469
0;0;0
0;0;0
0;1;1.638996715
1;1;1.832581464
1;1;2.140066163
1;1;2.197224577
1;1;2.1102132
1;1;2.1690537
0;0;0
1;1;1.832581464
1;1;1.638996715
1;0;0
0;0;0
1;1;1.667706821
0;1;1.945910149
1;0;0
1;0;0
0;1;1.871802177
1;1;2.079441542
1;1;2.1690537
0;1;2.140066163
0;1;1.774952351
1;1;2.174751721
1;0;0
0;1;1.658228077
1;1;1.85159947
1;0;0
1;0;0
1;0;0
0;1;1.143936245
1;1;1.945910149
1;0;0
1;0;0
0;0;0
1;0;0
1;1;1.994700313
0;0;0
1;1;1.638996715
0;0;0
1;0;0
1;1;2.140066163
1;1;2.00148
1;0;0
1;0;0
1;1;1.704748092
1;1;2.312535424
1;0;0
1;1;2.014903021
0;0;0
1;1;2.189619978
1;1;2.014903021
1;1;2.137539794
1;1;2.1690537
1;1;1.95586048
1;1;2.145931283
1;1;1.945910149
1;1;2.595254707
0;1;1.93562984
1;0;0
1;0;0
1;1;2.129025042
0;1;1.945910149
1;0;0
0;1;2.140066163
1;1;1.749199855
0;0;0
1;0;0
0;1;2.207174908
1;0;0
1;0;0
1;0;0
0;0;0
1;1;1.029619417
1;1;1.945910149
1;1;1.961502244
1;1;2.833213344
1;1;2.197224577
1;0;0
1;1;2.140066163
0;1;-0.336472237
1;1;1.974081026
1;1;1.658228077
0;0;0
1;0;0
1;1;2.302585093
1;0;0
1;1;1.638602336
1;1;2.079441542
0;1;1.945910149
0;0;0
1;0;0
1;0;0
1;0;0
1;0;0
0;1;1.638996715
1;1;1.871802177
0;1;1.909542505
1;1;2.251291799
1;0;0
0;0;0
1;0;0
0;0;0
0;0;0
1;1;2.674148649
1;1;2.066862759
1;1;2.588515632
0;0;0
1;0;0
0;1;2.140066163
1;0;0
0;1;2.143740184
1;0;0
0;1;1.448877847
0;0;0
1;0;0
1;0;0
0;0;0
1;1;1.909542505
0;0;0
1;1;2.1102132
0;1;2.073171929
1;1;2.120263536
1;0;0
0;1;1.945910149
0;0;0
1;0;0
1;0;0
0;1;2.197224577
1;0;0
1;1;1.981001469
1;1;1.581267035
1;1;1.983756292
1;1;1.871802177
1;0;0
1;0;0
0;1;2.120263536
0;0;0
0;1;2.63905733
0;1;1.871802177
0;1;1.609437912
1;1;3.496322833
1;1;2.602689685
0;0;0
1;0;0
1;0;0
1;1;0.957112726
0;1;2.251291799
0;1;2.079441542
0;0;0
1;0;0
1;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;1;1.832581464
1;0;0
0;1;1.638996715
0;0;0
0;1;2.079441542
1;1;2.813410717
0;1;1.945910149
1;0;0
1;0;0
1;1;2.170195905
1;1;2.28389296
0;0;0
1;1;2.401675996
1;1;1.683307761
1;1;2.442347035
1;1;0.593326845
0;1;2.047692843
0;0;0
1;1;2.134310875
1;0;0
1;0;0
0;0;0
0;1;2.032921526
1;1;2.014903021
0;1;2.733368009
0;1;2.659260037
0;1;2.027819246
0;0;0
1;1;1.945910149
1;1;1.832581464
1;0;0
0;1;2.287305849
0;1;2.2300144
1;0;0
1;1;2.079441542
1;1;2.197224577
0;0;0
1;1;2.079441542
0;1;1.967112357
0;0;0
1;1;1.985130862
0;1;1.871000574
0;0;0
0;0;0
1;0;0
0;1;2.140066163
1;0;0
1;0;0
1;0;0
0;0;0
1;1;2.197224577
1;1;1.786746927
0;0;0
0;1;2.48490665
0;0;0
0;0;0
1;0;0
0;1;2.377462592
0;0;0
0;1;2.197224577
1;1;1.609437912
1;0;0
1;1;1.945910149
1;0;0
1;1;1.945910149
0;0;0
1;1;1.945910149
0;0;0
1;1;1.871802177
1;0;0
0;0;0
1;1;1.866732119
0;0;0
0;1;1.924248652
0;0;0
1;1;1.871802177
1;1;1.757857918
0;0;0
0;1;1.828127113
0;1;2.140066163
0;0;0
1;1;1.749199855
0;1;2.545531272
0;1;1.945910149
0;1;1.704748092
1;1;2.495681723
1;0;0
0;0;0
0;0;0
0;1;2.414546372
0;0;0
0;0;0
1;0;0
1;1;1.686398954
0;0;0
1;1;2.034705648
0;1;2.397895273
1;1;1.242482659
0;1;1.791759469
1;1;1.832581464
1;1;2.397895273
1;1;2.079441542
1;0;0
0;1;2.014903021
1;1;2.140066163
1;0;0
1;0;0
1;0;0
1;1;2.397895273
0;0;0
1;1;2.014903021
0;1;2.079441542
0;1;2.525728644
1;1;2.313525033
1;0;0
0;0;0
0;0;0
1;1;1.609437912
1;0;0
1;1;1.945910149
0;0;0
0;1;1.791759469
1;1;1.749199855
1;1;2.079441542
1;0;0
0;0;0
1;1;2.140066163
1;1;2.251291799
1;0;0
1;1;2.277267285
1;1;1.832581464
1;1;2.1690537
1;1;2.079441542
0;1;1.945910149
1;1;2.079441542
1;0;0
1;1;2.014903021
1;1;2.079441542
0;1;1.791759469
0;1;2.708050201
1;0;0
1;1;1.871802177
0;1;1.981001469
0;0;0
1;1;-1.18685414
1;0;0
0;0;0
1;1;2.014903021
1;0;0
1;0;0
0;0;0
0;0;0
1;0;0
1;1;1.658228077
1;1;2.509599262
1;0;0
0;1;0.945849534
0;0;0
0;1;1.899390133
1;1;2.120263536
0;1;1.945910149
1;0;0
0;1;2.590267165
0;0;0
0;1;1.945910149
0;1;1.5712167
1;0;0
1;0;0
1;1;1.658228077
1;1;1.78339122
0;0;0
1;0;0
1;1;2.014903021
1;1;2.024193067
0;0;0
0;1;2.251291799
0;0;0
1;1;2.140066163
1;1;2.224623552
1;1;2.148434413
0;0;0
1;1;1.731655545
1;1;1.931521412
1;1;2.731115474
1;0;0
1;1;2.442347035
1;1;2.034705648
1;0;0
1;0;0
1;0;0
0;0;0
1;1;1.945910149
0;0;0
1;0;0
0;1;2.079441542
1;0;0
0;0;0
1;1;1.945910149
0;0;0
1;0;0
0;0;0
0;1;1.749199855
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
1;1;2.199444334
0;1;2.079441542
1;1;1.945910149
1;0;0
0;0;0
0;0;0
1;0;0
0;0;0
1;1;2.821378886
0;0;0
0;1;1.609437912
1;1;2.1102132
1;0;0
1;1;2.197224577
1;1;1.638996715
1;1;1.670062534
0;1;2.302585093
1;0;0
0;1;2.014903021
0;0;0
0;0;0
1;1;2.060792983
0;1;2.079441542
1;1;2.356843305
1;0;0
1;1;1.945910149
1;1;1.650259907
1;1;2.564949357
0;0;0
1;1;1.984131362
1;1;1.945910149
1;0;0
1;0;0
0;1;2.197224577
1;0;0
1;0;0
1;1;1.638996715
0;1;1.713797928
1;1;1.945910149
0;0;0
1;0;0
1;1;1.638996715
1;0;0
1;1;2.002480501
0;1;1.972691172
1;0;0
0;0;0
1;0;0
1;1;1.840549633
1;1;1.945910149
1;1;2.596000697
0;1;1.704748092
0;1;1.791759469
0;0;0
1;0;0
1;1;1.704748092
0;1;1.749199855
1;1;1.638996715
0;0;0
1;1;1.202972304
0;0;0
0;1;2.790551423
1;0;0
1;1;2.397895273
1;1;2.224623552
1;1;2.079441542
1;0;0
0;1;1.386294361
1;0;0
0;0;0
0;0;0
1;1;1.945910149
1;0;0
0;0;0
1;0;0
1;1;1.791759469
0;1;2.251291799
1;1;1.695615609
0;1;1.998095902
1;1;2.302585093
0;1;1.832581464
0;0;0
1;0;0
1;0;0
0;1;1.871802177
1;0;0
1;1;2.407945609
1;0;0
1;0;0
1;1;1.871802177
1;1;2.157559321
1;1;1.791759469
0;1;1.945910149
0;0;0
1;0;0
1;1;2.708050201
1;0;0
1;1;1.638996715
1;1;2.302585093
0;1;1.684545385
1;0;0
1;0;0
0;1;1.986503546
1;1;1.749199855
0;1;2.564949357
1;0;0
1;0;0
1;0;0
1;0;0
1;0;0
1;0;0
1;1;1.832581464
1;1;2.1690537
1;1;1.791759469
1;1;1.887069649
0;0;0
0;1;1.638996715
1;0;0
0;1;1.531476371
1;1;2.014903021
1;1;2.315501318
1;0;0
1;1;1.791759469
0;1;1.871802177
1;0;0
1;0;0
1;1;3.218875825
0;1;2.663749942
1;1;2.224623552
1;1;2.021547563
1;0;0
1;1;1.945910149
0;0;0
1;0;0
1;1;1.945910149
1;0;0
0;1;1.92345923
0;0;0
0;1;2.054123734
0;1;1.989697061
1;1;1.864080131
1;0;0
1;1;2.014903021
1;1;1.941571747
1;0;0
1;1;1.945910149
1;1;2.420368129
1;1;1.791759469
0;0;0
0;1;1.658228077
1;1;1.832581464
1;1;2.014903021
0;1;2.047692843
1;0;0
0;0;0
1;0;0
1;0;0
0;1;1.909542505
0;1;1.609437912
0;1;1.098612289
0;1;1.692893593
1;0;0
1;1;2.442347035
1;1;1.311475531
1;0;0
1;1;1.945910149
0;1;1.638996715
1;0;0
1;0;0
0;0;0
1;0;0
1;0;0
1;1;1.700852789
1;0;0
1;1;2.26436388
0;0;0
0;1;1.658228077
1;1;2.197224577
0;1;1.905356393
0;1;2.407945609
1;0;0
1;1;2.224623552
1;0;0
0;1;2.222459049
1;1;2.014903021
1;1;2.101692151
1;1;1.924248652
1;0;0
0;0;0
1;1;2.634044788
0;0;0
1;0;0
0;1;1.967112357
1;0;0
0;0;0
1;1;2.772588722
0;1;2.1690537
1;1;2.140066163
0;1;1.871802177
0;0;0
0;0;0
1;0;0
0;1;2.543961413
1;1;2.402430428
0;0;0
1;1;2.374905755
0;1;1.638996715
1;1;1.871802177
1;1;2.291524146
1;1;2.564949357
1;1;2.407945609
0;0;0
1;1;2.197224577
1;1;2.197224577
1;1;1.677096561
1;0;0
1;0;0
1;0;0
0;1;3.144152279
1;0;0
1;1;1.945910149
0;1;2.343727036
1;1;1.638996715
1;1;1.832581464
1;1;2.545531272
0;0;0
1;1;1.686398954
1;0;0
0;1;1.704748092
0;0;0
1;1;2.397895273
1;1;1.638996715
1;1;1.832581464
1;1;1.612765703
1;0;0
0;1;2.565718293
1;1;2.079441542
0;1;1.791759469
1;0;0
1;1;1.791759469
1;0;0
1;0;0
0;1;2.434490164
1;1;1.791759469
1;1;2.034705648
0;0;0
0;1;1.070441412
1;0;0
0;0;0
1;1;1.686398954
0;0;0
1;1;1.704748092
1;1;1.909542505
0;0;0
1;1;3.313176504
1;1;1.713797928
0;1;1.945910149
1;0;0
0;0;0
1;0;0
0;1;1.7837913
1;1;2.140066163
1;1;1.752538756
1;1;1.742969305
1;1;1.791759469
1;1;2.120263536
1;1;1.981001469
1;1;2.23644529
1;0;0
1;0;0
1;0;0
0;1;1.32175584
1;1;2.170584475
0;1;1.808288771
0;1;2.853592506
1;1;1.945910149
0;1;1.791759469
0;1;1.658228077
1;1;1.791759469
1;1;1.704748092
0;0;0
0;1;1.704748092
1;1;1.638996715
1;0;0
0;1;1.924248652
1;1;1.791759469
0;1;1.749199855
0;0;0
1;0;0
0;1;1.638996715
1;1;2.041220329
0;1;2.197224577
1;0;0
1;0;0
0;1;1.836653163
0;1;1.832581464
0;0;0
1;0;0
0;1;1.945910149
1;0;0
1;1;2.307572635
1;1;1.32175584
1;1;1.791759469
1;0;0
0;1;0.913111079
1;1;2.57224866
0;0;0
0;1;2.014903021
1;1;2.014903021
1;0;0
1;0;0
1;1;2.140066163
1;1;2.48490665
1;1;2.140066163
0;1;2.014903021
0;1;1.814824742
0;1;1.658228077
1;0;0
1;1;2.090044987
0;0;0
0;1;1.967112357
1;1;2.014903021
0;1;1.609437912
0;1;1.897119985
0;1;2.025107191
0;1;2.079441542
1;1;1.62924054
0;1;1.638996715
0;1;1.909542505
1;1;2.197224577
0;0;0
0;1;1.871802177
0;0;0
1;1;1.791759469
1;1;1.974081026
1;1;0
0;0;0
0;0;0
1;0;0
0;0;0
0;1;1.749199855
1;1;1.945910149
1;1;1.945910149
1;0;0
1;0;0
0;0;0
0;0;0
1;1;2.079441542
1;0;0
1;1;2.066862759
0;1;2.302585093
0;0;0
1;1;1.87946505
0;1;2.140066163
1;1;1.945910149
1;0;0
0;1;1.945910149
0;1;2.957511061
1;0;0
1;1;2.302585093
0;0;0
0;0;0
1;0;0
0;1;2.034705648
1;1;2.302585093
0;1;3.126760536
1;1;2.847812143
0;0;0
0;1;1.609437912
1;1;1.704748092
1;1;2.079441542
0;1;2.251291799
1;1;2.63905733
0;0;0
1;0;0
1;1;1.749199855
0;1;2.1690537
1;0;0
1;1;1.501295754
1;1;1.871802177
0;0;0
1;1;2.297572551
1;1;1.975468951
0;1;2.079441542
1;1;1.658228077
0;1;1.770364435
1;1;2.014903021
1;1;2.302585093
1;1;1.945910149
1;1;2.684440335
0;0;0
0;0;0
0;1;2.140066163
1;1;1.871802177
0;1;1.840549633
0;0;0
0;1;1.638996715
1;0;0
1;1;1.791759469
1;1;2.204808206
1;1;1.658228077
0;0;0
1;1;2.302585093
1;0;0
0;1;0.916290732
0;1;1.945910149
1;0;0
0;1;2.119367983
0;1;1.816452082
0;0;0
1;0;0
1;1;1.638996715
1;0;0
0;0;0
0;1;2.501435952
1;0;0
1;1;2.1102132
0;1;2.471483629
0;1;1.91163689
0;1;2.302585093
1;1;2.068669445
1;1;1.491654877
1;0;0
0;0;0
0;1;1.791759469
1;1;2.174751721
1;0;0
1;1;0.693147181
1;1;2.079441542
0;1;2.48490665
0;0;0
0;1;2.225624052
1;1;1.871802177
1;0;0
1;0;0
0;0;0
0;0;0
1;0;0
1;1;2.442347035
1;0;0
0;1;2.32238772
1;0;0
1;1;1.667706821
0;0;0
0;1;1.791759469
0;1;1.816452082
0;1;1.945910149
1;0;0
0;1;2.00533357
1;0;0
1;1;1.945910149
0;1;2.363209715
0;1;1.966112856
1;1;1.871802177
1;1;1.704748092
0;1;0.729961154
1;1;1.658228077
1;0;0
1;0;0
1;1;1.673478741
1;1;2.079441542
1;1;2.140066163
1;0;0
1;1;1.766441661
1;1;1.994700313
0;1;2.708050201
1;1;2.503073954
1;1;2.696652156
0;0;0
1;0;0
0;1;1.791759469
1;0;0
1;1;1.704748092
0;1;0.597837001
1;0;0
0;1;2.113238921
1;1;1.749199855
1;0;0
0;1;2.228938553
1;0;0
0;1;1.638996715
0;0;0
0;0;0
1;0;0
0;0;0
1;1;2.251291799
0;0;0
1;0;0
0;1;2.634044788
1;1;1.92485674
0;0;0
1;0;0
1;0;0
0;1;3.207203481
1;1;2.833213344
0;0;0
0;1;2.351375257
1;1;2.327277706
0;1;2.085672091
1;1;1.704748092
1;0;0
0;1;2.014903021
0;1;1.864080131
1;1;1.791759469
1;0;0
1;1;2.079441542
1;1;2.302585093
0;1;1.761300262
1;1;2.246014742
1;1;2.564949357
1;1;1.791759469
0;1;2.923161581
1;0;0
1;1;1.945910149
0;0;0
1;0;0
1;1;1.871802177
1;1;1.897119985
0;0;0
0;0;0
0;0;0
1;1;2.277267285
1;0;0
1;1;1.848454813
1;0;0
0;1;1.791759469
1;1;2.014903021
1;1;1.578666254
0;0;0
1;1;2.302585093
1;1;1.989585213
1;1;1.617406082
1;1;3.096273503
0;1;2.014903021
0;1;1.704748092
1;0;0
0;0;0
1;0;0
1;1;2.197224577
1;1;2.05000563
1;1;2.224623552
0;0;0
0;1;1.85629799
1;1;2.208274414
1;1;2.197224577
0;0;0
0;0;0
1;1;2.815408719
1;0;0
1;0;0
0;1;2.00148
1;1;2.079441542
0;0;0
1;0;0
1;1;1.704748092
0;0;0
1;0;0
0;1;1.749199855
0;0;0
1;0;0
1;0;0
0;1;2.014903021
1;1;1.909542505
1;1;1.704748092
0;0;0
1;1;1.965712776
0;1;2.047692843
1;1;2.448415541
1;0;0
1;0;0
0;0;0
1;1;1.021651248
1;1;2.179286877
1;1;1.749199855
0;1;1.791759469
0;0;0
1;1;2.014903021
1;1;2.079441542
1;1;1.695615609
0;1;1.945910149
1;1;2.302585093
1;1;1.701105101
1;1;2.48490665
0;1;1.704748092
0;0;0
1;1;2.251291799
0;0;0
1;1;1.638996715
1;0;0
1;0;0
1;1;2.564949357
0;1;2.463853241
1;1;1.236762627
0;0;0
1;1;1.840549633
1;0;0
1;1;2.014903021
0;1;1.981001469
1;1;2.433613355
1;0;0
1;0;0
0;0;0
0;1;1.981001469
1;0;0
0;0;0
0;1;1.994700313
1;0;0
1;1;1.695615609
1;0;0
0;1;2.046401688
1;0;0
0;1;1.686091119
0;0;0
1;0;0
0;1;2.186051277
1;1;2.668829488
0;0;0
0;0;0
1;1;1.803593927
1;1;1.848454813
1;0;0
0;0;0
0;1;1.945910149
0;1;2.302585093
1;0;0
0;1;1.789675927
1;0;0
0;1;2.014903021
1;1;1.638996715
0;0;0
1;0;0
0;0;0
1;0;0
1;0;0
1;1;1.897119985
1;1;2.079441542
1;0;0
1;1;1.749199855
1;1;1.995540282
1;1;1.871802177
1;0;0
0;0;0
0;1;1.658228077
1;1;2.397895273
1;0;0
1;1;1.667706821
0;1;2.1102132
0;1;2.253394849
1;1;2.525728644
1;1;1.638996715
0;1;1.871802177
0;0;0
1;1;2.1102132
1;0;0
0;0;0
0;0;0
1;1;1.945910149
0;1;1.871802177
1;0;0
0;1;1.650259907
1;0;0
0;1;2.545531272
0;0;0
1;1;1.614425454
1;1;1.439538876
1;1;1.049822124
1;0;0
1;1;2.277267285
0;0;0
1;0;0
0;1;1.638996715
1;0;0
0;1;1.749199855
1;0;0
0;1;1.945910149
0;1;2.423818958
0;0;0
1;1;2.63905733
0;1;2.197224577
1;1;2.251291799
0;0;0
1;1;2.302585093
1;1;1.791759469
1;1;2.436839908
0;0;0
0;1;1.749199855
1;1;2.140066163
1;1;2.079441542
0;0;0
1;0;0
0;0;0
0;1;1.386294361
1;1;2.302585093
0;1;1.832581464
1;1;2.438862711
0;1;1.658228077
1;0;0
0;0;0
1;1;1.945910149
1;1;1.7837913
0;0;0
0;0;0
1;1;2.014903021
1;1;2.014903021
0;1;1.638996715
1;1;2.525728644
0;0;0
0;1;2.197224577
1;1;1.904858181
1;1;2.014903021
0;0;0
1;0;0
0;0;0
1;0;0
1;1;2.406945108
0;1;2.165619238
1;1;2.140066163
1;1;2.302585093
1;1;2.363209715
1;1;2.708050201
0;0;0
1;1;1.945910149
0;0;0
1;1;1.791759469
1;1;2.251291799
1;0;0
1;1;2.085672091
1;1;2.302585093
0;0;0
1;1;2.590267165
1;0;0
1;1;2.140066163
1;0;0
0;1;2.140066163
1;1;1.423108334
0;1;1.791759469
0;0;0
1;0;0
0;1;1.915151681
0;0;0
1;1;1.098612289
0;0;0
0;1;2.624668592
1;0;0
1;1;1.945910149
0;0;0
1;1;2.047692843
0;1;2.197224577
0;1;1.945910149
0;1;1.791759469
1;0;0
0;1;2.598049306
1;0;0
0;0;0
1;1;2.48490665
0;0;0
0;0;0
1;0;0
1;1;2.079441542
0;0;0
0;1;1.638996715
1;1;2.251291799
0;1;2.079441542
1;1;1.791759469
0;1;2.557227311
0;1;2.63905733
1;1;1.021651248
1;0;0
1;1;1.749199855
0;1;2.397895273
1;1;2.14676712
0;0;0
1;0;0
1;1;1.32175584
0;0;0
0;0;0
1;1;1.791759469
1;1;2.302585093
0;0;0
1;1;1.658228077
0;0;0
0;0;0
0;0;0
1;1;2.302585093
0;0;0
1;1;2.128231706
1;1;1.816452082
0;1;2.34540509
1;1;2.054230058
0;0;0
1;0;0
0;1;1.945910149
0;0;0
1;0;0
1;1;2.079441542
1;1;2.303584593
1;1;1.609437912
1;1;1.832581464
1;0;0
0;1;2.014903021
1;1;1.974081026
1;0;0
0;1;2.079441542
0;1;2.152889448
0;1;2.047692843
0;0;0
0;0;0
0;1;2.668616132
0;0;0
1;1;1.832581464
0;0;0
0;0;0
1;1;2.722610352
1;0;0
1;0;0
1;1;2.302585093
0;0;0
0;1;2.48490665
1;1;2.489894191
1;1;1.819698838
1;0;0
1;1;2.851861903
0;1;2.197224577
1;1;1.749199855
1;0;0
1;1;2.400618833
1;1;2.492378665
1;1;1.88990653
0;1;2.116255515
1;1;2.525728644
1;1;2.014903021
0;1;2.014903021
1;1;1.871802177
1;1;1.540445041
0;1;2.079441542
1;1;2.014903021
0;0;0
1;1;1.774952351
1;1;2.1690537
1;1;1.704748092
1;1;2.931193752
1;1;2.400618833
1;0;0
0;1;2.277267285
0;1;1.704748092
0;1;1.791759469
1;0;0
1;0;0
1;1;1.837879405
0;1;1.945910149
1;1;1.871802177
1;1;1.791759469
1;1;3.757872326
0;0;0
1;1;1.776491997
0;1;1.638996715
0;1;2.079441542
1;1;1.740466175
1;0;0
0;1;2.151762203
0;0;0
0;1;1.980337703
0;1;1.871802177
1;0;0
0;0;0
1;1;1.871802177
1;1;2.302585093
1;1;2.077296385
0;0;0
1;1;3.218875825
0;1;1.791759469
0;0;0
1;0;0
0;0;0
1;0;0
0;0;0
1;1;1.832581464
1;0;0
1;1;1.909542505
0;0;0
0;1;1.981001469
1;1;1.909542505
1;1;1.945910149
1;0;0
0;0;0
1;0;0
1;0;0
1;1;1.704748092
1;0;0
1;1;2.054123734
1;0;0
1;0;0
0;0;0
1;0;0
0;0;0
0;0;0
1;0;0
1;0;0
1;0;0
1;1;1.624326525
0;1;2.079441542
1;1;1.658228077
1;0;0
0;1;2.302585093
0;1;2.341805806
1;1;2.079441542
1;0;0
1;1;1.638996715
0;0;0
1;0;0
1;1;2.564949357
0;0;0
1;0;0
1;0;0
0;1;1.945910149
0;1;1.832581464
1;1;1.740466175
1;0;0
0;0;0
0;0;0
0;0;0
1;1;5.991464547
